State,Route,Bus Name,Start Time,End Time,Rating,Price,Bus Type,Departure Location,Arrival Location,Total Duration,Seats Available
bus-tickets,Udaipur to Jodhpur,Shree Devnarayan Travels,17:00,21:30,4.5,550,Bharat Benz A/C Seater (2+1),Udiapole,Laxmi Travels Kalpatru Cinema...,04h 30m,3 Seats available
bus-tickets,Udaipur to Jodhpur,M R Travels,17:10,21:55,4.5,485,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),"Jain travels, below hotel rel...",Shatabdi Circle,04h 45m,30 Seats available
bus-tickets,Udaipur to Jodhpur,Raj Travel,22:30,05:30,4.5,550,A/C Sleeper (2+1),Udiapole,"Main Pal Road,Near Barkatulla...",07h 00m,15 Seats available
bus-tickets,Udaipur to Jodhpur,Jain travels regd,21:30,04:30,4.1,460,A/C Seater / Sleeper (2+1),Udiapole,"Jain travels, opp. Kalpataru ...",07h 00m,30 Seats available
bus-tickets,Udaipur to Jodhpur,Jakhar Travels,22:00,04:30,3.8,400,A/C Seater / Sleeper (2+1),Udiapole,Paras Circle,06h 30m,34 Seats available
bus-tickets,Udaipur to Jodhpur,Jain travels regd,22:00,04:00,3.7,350,NON AC Seater / Sleeper 2+1,Udiapole,Jhalamande Circle,06h 00m,41 Seats available
bus-tickets,Udaipur to Jodhpur,Kalpana Travels,22:00,04:54,4.1,300,NON AC Seater / Sleeper 2+1,Rk circle shobhagpura road,Riktiya Bheruji Circle,06h 54m,27 Seats available
bus-tickets,Udaipur to Jodhpur,Jain travels regd,22:15,04:30,4.3,360,NON AC Seater / Sleeper 2+1,Udiapole,Mota Chiloda,06h 15m,32 Seats available
bus-tickets,Udaipur to Jodhpur,Rishabh Travels Milan,21:00,02:15,3.3,667,A/C Seater / Sleeper (2+1),Fatepura choraha,Mota Chiloda,05h 15m,13 Seats available
bus-tickets,Udaipur to Jodhpur,Jain travels regd,16:05,22:00,2.5,350,NON AC Seater / Sleeper 2+1,Reti Stand,Mota Chiloda,05h 55m,41 Seats available
bus-tickets,Udaipur to Jodhpur,Ravi Travels,23:00,05:45,2.5,400,NON A/C Seater/ Sleeper (2+1),Udiapole,MR Travels Paota,06h 45m,36 Seats available
bus-tickets,Udaipur to Jodhpur,Jain travels regd,17:30,23:55,3.2,500,A/C Seater / Sleeper (2+1),Udiapole,"Jain travels, opp. Kalpataru ...",06h 25m,16 Seats available
bus-tickets,Udaipur to Jodhpur,Shrinath travel agency,22:00,03:30,2.0,500,AC Sleeper (2+1),Apex chandra travels,Paota,05h 30m,20 Seats available
bus-tickets,Udaipur to Jodhpur,Ravi Travels,21:30,04:15,5.0,400,Non A/C Seater / Sleeper (2+1),Udiyapole lakecity travels - ...,Mota Chiloda,06h 45m,30 Seats available
bus-tickets,Udaipur to Jodhpur,M R Travels,23:30,06:00,2.6,360,NON A/C Seater/ Sleeper (2+1),Reti Stand,Railway Station,06h 30m,38 Seats available
bus-tickets,Udaipur to Jodhpur,Jain travels regd,23:15,06:30,3.3,350,NON AC Seater / Sleeper 2+1,Udiapole,Riktiya Bheruji Circle,07h 15m,30 Seats available
bus-tickets,Udaipur to Jodhpur,Chandra Travels (Apex Chandra Pvt Ltd),22:30,04:30,3.4,350,NON AC Seater / Sleeper 2+1,udaipol,,06h 00m,26 Seats available
bus-tickets,Udaipur to Jodhpur,Lake City Travels,22:45,05:20,1.3,400,NON AC Seater / Sleeper 2+1,Ashok Travels,Bus Stand,06h 35m,23 Seats available
bus-tickets,Udaipur to Jodhpur,Kamlesh Travels,21:00,02:45,2.6,700,A/C Seater / Sleeper (2+1),N/A,N/A,05h 45m,22 Seats available
bus-tickets,Udaipur to Jodhpur,Jain Parshwanath Travels,22:00,04:45,2.4,520,NON A/C Sleeper (2+1),N/A,N/A,06h 45m,27 Seats available
bus-tickets,Udaipur to Jodhpur,Salasar vaishnav travels,22:40,05:30,2.3,500,Non A/C Seater / Sleeper (2+1),N/A,N/A,06h 50m,40 Seats available
bus-tickets,Udaipur to Jodhpur,Ashok Travels,23:15,05:30,1.0,300,Non A/C Seater / Sleeper (2+1),N/A,N/A,06h 15m,38 Seats available
bus-tickets,Jodhpur to Ajmer,M R Travels,16:15,20:00,3.0,550,A/C Seater / Sleeper (2+1),Kalpataru Cinema Road,Makhupura bypass indian petro...,03h 45m,28 Seats available
bus-tickets,Jodhpur to Ajmer,Jain travels regd,17:00,22:55,5.0,330,NON AC Seater/ Sleeper (2+1),M R Travels Near Pratap nagar,Parwat pura By pass,05h 55m,29 Seats available
bus-tickets,Jodhpur to Ajmer,M R Travels,18:30,23:40,3.8,495,NON A/C Seater/ Sleeper (2+1),Kalpataru Cinema Road,Makhupura bypass indian petro...,05h 10m,28 Seats available
bus-tickets,Jodhpur to Ajmer,Jain travels regd,19:00,23:36,5.0,330,NON AC Seater/ Sleeper (2+1),CHANAKYA TRAVELS 12TH ROAD CI...,Charnal filling centre IOCL P...,04h 36m,36 Seats available
bus-tickets,Jodhpur to Ajmer,Jain travels regd,20:00,00:30,3.9,650,AC Sleeper (2+1),LIC Road,200 Ft Bypass,04h 30m,35 Seats available
bus-tickets,Jodhpur to Ajmer,M R Travels,20:30,00:50,3.8,612,Bharat Benz A/C Seater /Sleeper (2+1),D.P.S Circle,Parwatpura Bypass ajmer,04h 20m,35 Seats available
bus-tickets,Jodhpur to Ajmer,Jain travels regd,20:30,01:30,3.3,330,NON AC Seater / Sleeper 2+1,Ravan Ka Chabutra,Parwat pura By pass,05h 00m,48 Seats available
bus-tickets,Jodhpur to Ajmer,Chanakya Travels Agency,20:30,01:15,3.4,500,NON A/C Seater/ Sleeper (2+1),Jodhpur (Cazri Road),Ajmer Bypass,04h 45m,30 Seats available
bus-tickets,Jodhpur to Ajmer,Tiger Travels,21:00,02:30,4.0,500,NON AC Seater / Sleeper 2+1,V.K Jain Travels Kalptaru Cin...,Ajmeri Puliya,05h 30m,34 Seats available
bus-tickets,Jodhpur to Ajmer,Jakhar Travels And Cargo,21:45,03:45,3.1,400,Non A/C Seater / Sleeper (2+1),V.K Jain Travels Kalptaru Cin...,Ajmeri Puliya,06h 00m,41 Seats available
bus-tickets,Jodhpur to Ajmer,M R Travels,22:00,02:15,3.8,510,A/C Seater / Sleeper (2+1),Kalpataru Cinema Road,Makhupura bypass indian petro...,04h 15m,38 Seats available
bus-tickets,Jodhpur to Ajmer,FlixBus,22:00,02:20,3.7,161.61,A/C Sleeper (2+1),Bus Stand,Kolhapura Bypass,04h 20m,35 Seats available
bus-tickets,Jodhpur to Ajmer,V k jain travels,22:00,02:50,3.5,350,NON A/C Seater/ Sleeper (2+1),Ravan Ka Chabutra,Parwat pura By pass,04h 50m,34 Seats available
bus-tickets,Jodhpur to Ajmer,V k jain travels,22:01,02:51,3.5,430,A/C Seater / Sleeper (2+1),Boranada Jhanwar Fatah,"Jakhar Travels,Near CEAT Tyre...",04h 50m,34 Seats available
bus-tickets,Jodhpur to Ajmer,Jain travels regd,22:30,02:20,3.3,650,AC Sleeper (2+1),SHRE GANESH TRAVELS DALLE KHA...,Ajmer Bypass,03h 50m,36 Seats available
bus-tickets,Jodhpur to Ajmer,Chouhan travels and Cargo,22:35,03:20,3.4,666.67,A/C Seater / Sleeper (2+1),Boranada,Ajmer bypass,04h 45m,40 Seats available
bus-tickets,Jodhpur to Ajmer,M R Travels,22:45,02:25,5.0,510,A/C Seater / Sleeper (2+1),DPS CHOURAHA,shree ganesh travels parwat p...,03h 40m,39 Seats available
bus-tickets,Jodhpur to Ajmer,Jakhar Travels,23:00,03:30,5.0,600,A/C Seater / Sleeper (2+1),D.P.S Circle,Parwatpura Bypass ajmer,04h 30m,9 Seats available
bus-tickets,Jodhpur to Ajmer,Shre Ganesh Travels,23:15,03:00,3.0,450,A/C Seater / Sleeper (2+1),"BORANADA, JODHPUR",SHRI GANESH TRAVELS PARWAT PU...,03h 45m,40 Seats available
bus-tickets,Jodhpur to Ajmer,Bhagwati Travels and Tours,23:30,04:00,3.6,400,A/C Seater/Sleeper (2+1),"CHANDRA RAJ TRAVELS,PAOTA",PARBATPURA BYEPASS(NEAR GANES...,04h 30m,37 Seats available
bus-tickets,Jodhpur to Ajmer,Shree Ganesh Travels,23:55,04:30,3.7,400,A/C Seater / Sleeper (2+1),"Main Pal Road,Near Barkatulla...","Jakhar Travels,Near CEAT Tyre...",04h 35m,37 Seats available
bus-tickets,Jodhpur to Ajmer,Jakhar Travels And Cargo,23:59,04:00,3.7,600,A/C Sleeper (2+1),Salasar vaishnav travels 12th...,by pass,04h 01m,21 Seats available
bus-tickets,Jodhpur to Ajmer,Shre Ganesh Travels,23:59,04:15,3.0,600,Bharat Benz A/C Seater /Sleeper (2+1),Mahadev travels opp. Jaswant ...,Kacheri Road,04h 16m,36 Seats available
bus-tickets,Jodhpur to Ajmer,Om Travels,18:00,23:10,2.6,400,NON AC Seater / Sleeper 2+1,SUNCITY HOSPITAL PAOTA,MOKHAMPURA,05h 10m,33 Seats available
bus-tickets,Jodhpur to Ajmer,Radhika Travels,18:00,23:15,2.5,500,Non A/C Seater / Sleeper (2+1),Dalle khan circle gorsiya tra...,Ajmer,05h 15m,33 Seats available
bus-tickets,Jodhpur to Ajmer,RR Travels,18:55,01:15,1.9,333,A/C Seater / Sleeper (2+1),Kalpataru Cinema Road,Makhupura bypass indian petro...,06h 20m,41 Seats available
bus-tickets,Jodhpur to Ajmer,Jain travels regd,19:00,23:50,2.4,330,NON AC Seater / Sleeper 2+1,"Laxmi Travellers, E 117 Kalpa...",Ajmer Bypass,04h 50m,42 Seats available
bus-tickets,Jodhpur to Ajmer,Gajraj Travels,19:15,23:50,2.3,500,A/C Sleeper (2+1),Ashok Udyan,"Jakhar Travels,Near CEAT Tyre...",04h 35m,25 Seats available
bus-tickets,Jodhpur to Ajmer,Jakhar Travels,19:45,00:45,2.8,650,VE A/C Sleeper (2+1),Shree Gajraj Travels Near Dal...,Ajmeri Puliya,05h 00m,25 Seats available
bus-tickets,Jodhpur to Ajmer,Salasar vaishnav travels,20:30,01:00,2.3,450,Non A/C Seater / Sleeper (2+1),Paota_pooja travels,Kolhapura Bypass,04h 30m,40 Seats available
bus-tickets,Jodhpur to Ajmer,Swagat Travels,22:42,02:50,1.0,450,A/C Seater / Sleeper (2+1),Paota sabji mandi,Railway station,04h 08m,38 Seats available
bus-tickets,Jodhpur to Ajmer,Jai Shankar Travels,21:00,01:30,1.0,350,NON AC Seater / Sleeper 2+1,Jakhar Travels And Cargo Oppo...,Parwatpura Bypass ajmer,04h 30m,38 Seats available
bus-tickets,Jodhpur to Ajmer,Gorsiya Travels,21:16,02:16,2.0,370,Bharat Benz A/C Seater /Sleeper (2+1),Laxmi Travellers Paota Maanji...,Ajmeri Puliya,05h 00m,29 Seats available
bus-tickets,Jodhpur to Ajmer,Jain travels regd,22:00,02:51,1.4,330,NON AC Seater / Sleeper 2+1,Ashok udhyan pal road,Ajmer,04h 51m,42 Seats available
bus-tickets,Jodhpur to Ajmer,Laxmi traveller,22:00,02:46,2.2,430,A/C Seater / Sleeper (2+1),Ashok Udyan,Makhupura Bypass,04h 46m,40 Seats available
bus-tickets,Jodhpur to Ajmer,Jakhar Travels,22:00,02:30,2.6,500,A/C Seater / Sleeper (2+1),CHANAKYA TRAVELS 12TH ROAD CI...,Charnal filling centre IOCL P...,04h 30m,24 Seats available
bus-tickets,Jodhpur to Ajmer,Gajraj Travels,22:00,03:10,2.3,650,A/C Sleeper (2+1),CHANAKYA TRAVELS 12TH ROAD CI...,Charnal filling centre IOCL P...,05h 10m,34 Seats available
bus-tickets,Jodhpur to Ajmer,Pooja Paraswnath Travels,22:00,03:34,2.3,500,A/C Seater / Sleeper (2+1),"BORANADA, JODHPUR",Ajmer Bypass,05h 34m,32 Seats available
bus-tickets,Jodhpur to Ajmer,Chouhan Tour and Travel,22:26,03:11,1.0,700,A/C Seater / Sleeper (2+2),N/A,N/A,04h 45m,33 Seats available
bus-tickets,Jodhpur to Ajmer,Jakhar Travels And Cargo,22:30,02:40,1.0,400,Non A/C Seater / Sleeper (2+1),N/A,N/A,04h 10m,41 Seats available
bus-tickets,Jodhpur to Ajmer,Laxmi traveller,22:45,04:15,2.2,450,A/C Seater / Sleeper (2+1),N/A,N/A,05h 30m,40 Seats available
bus-tickets,Jodhpur to Ajmer,Gorsiya Travels,23:40,04:15,2.0,555,A/C Seater / Sleeper (2+1),N/A,N/A,04h 35m,38 Seats available
bus-tickets,Jodhpur to Ajmer,Jakhar Travels,23:59,04:50,1.0,500,A/C Seater / Sleeper (2+1),N/A,N/A,04h 51m,3 Seats available
bus-tickets,Jodhpur to Ajmer,Jain travels regd,16:05,21:10,3.3,1400,NON A/C Sleeper (2+1),N/A,N/A,05h 05m,30 Seats available
bus-tickets,Jodhpur to Ajmer,bhaiya travels,17:00,22:12,3.0,850,NON A/C Sleeper (2+1),N/A,N/A,05h 12m,34 Seats available
bus-tickets,Jodhpur to Ajmer,bhaiya travels,18:15,23:27,3.0,850,NON A/C Sleeper (2+1),N/A,N/A,05h 12m,36 Seats available
bus-tickets,Jodhpur to Ajmer,Bluecity Bus,19:00,23:55,5.0,950,Bharat Benz A/C Sleeper (2+1),N/A,N/A,04h 55m,32 Seats available
bus-tickets,Jodhpur to Ajmer,M R Travels,19:30,23:50,5.0,969,A/C Volvo B11R Multi-Axle Sleeper (2+1),N/A,N/A,04h 20m,41 Seats available
bus-tickets,Jodhpur to Ajmer,Chanakya Travels Agency,21:30,01:40,3.4,950,A/C Sleeper (1+2),N/A,N/A,04h 10m,25 Seats available
bus-tickets,Jodhpur to Ajmer,Chanakya Travels Agency,21:30,01:30,3.4,950,AC Sleeper (2+1),N/A,N/A,04h 00m,36 Seats available
bus-tickets,Jodhpur to Ajmer,Shre Ganesh Travels,22:45,03:15,5.0,800,A/C Seater / Sleeper (2+1),N/A,N/A,04h 30m,24 Seats available
bus-tickets,Jodhpur to Ajmer,Om Travels,16:10,21:00,2.6,1200,NON A/C Sleeper (2+1),N/A,N/A,04h 50m,30 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Jain travels regd,19:30,23:00,3.8,350,NON AC Seater / Sleeper 2+1,"Jain safar travels, beawer",Sindhi Camp,03h 30m,19 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Devraj Travels,21:20,23:59,4.0,450,Bharat Benz A/C Seater /Sleeper (2+1),Pandit travel-mamta transport,City Palace,02h 39m,22 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Jain travels regd,21:45,01:15,3.8,300,NON AC Seater/ Sleeper (2+1),"Jain safar travels, beawer",City Station Road,03h 30m,33 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Pandit Travels,21:45,01:15,5.0,500,NON AC Seater / Sleeper 2+1,"Jain safar travels, beawer",Sindhi Camp,03h 30m,36 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Jain travels regd,22:21,01:57,5.0,550,NON AC Seater/ Sleeper (2+1),Aaram Travels outside chand gate,200 Ft Bypass,03h 36m,36 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Jain travels regd,22:55,01:45,3.8,350,NON AC Seater / Sleeper 2+1,"Chirag bus travels,near bus s...",Sindhi Camp,02h 50m,36 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Gajraj Travels,23:00,02:00,4.4,500,A/C Sleeper (2+1),Balaji Travels,200 Ft Bypass,03h 00m,25 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Sagwan Travels,23:30,02:43,3.4,463,A/C Seater / Sleeper (2+1),MAHVEER NAKODA TRAVELS TRAVEL...,Transport Nagar Bus Stop,03h 13m,22 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),M R Travels,23:50,03:05,3.8,612,Bharat Benz A/C Seater /Sleeper (2+1),Shri mahaveer nakoda travels,Sindhi Camp,03h 15m,34 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Jain travels regd,17:20,20:45,2.0,300,A/C Seater / Sleeper (2+1),Station Road Chang Gate,Gopal Wadi,03h 25m,30 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Choudhary travels and cargo,18:30,22:00,1.9,600,A/C Seater / Sleeper (2+1),Mahaveer Nakoda Travels Near ...,Sindhi Camp,03h 30m,21 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Ashok Travels Ajmer,20:30,23:59,1.6,400,Non A/C Seater / Sleeper (2+1),By pass beawer,Polo Victory,03h 29m,24 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),RR Travels,21:20,00:55,1.9,475,A/C Seater / Sleeper (2+1),200 Ft Bypass,Chomu Pulia,03h 35m,41 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Om Travels,22:10,01:45,2.6,300,NON AC Seater / Sleeper 2+1,Beawar,200 Ft Bypass,03h 35m,33 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Dashmesh Travels,23:30,03:00,2.0,555,A/C Seater / Sleeper (2+1),Beawar by pass,Station Road,03h 30m,30 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Ashok Travels and Cargo,23:30,02:45,1.7,550,A/C Seater/Sleeper (2+1),Beawer -bypass,"Ajmer pulia, metro plaza (g-7...",03h 15m,24 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Mahaveer Travel Company,23:45,03:30,2.8,600,A/C Seater / Sleeper (2+1),Beawar,200 Ft Bypass,03h 45m,36 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Ajay Raj Travel Agency,23:45,03:15,2.3,428,A/C Seater / Sleeper (2+1),Nakoda Travels Chand Gate,Narayan Singh Circle,03h 30m,34 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Jain travels regd,17:36,21:25,3.8,1000,NON AC Seater / Sleeper 2+1,Chamunda Bridge,Sindhi Camp,03h 49m,42 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Shre Ganesh Travels,18:00,21:30,3.1,1200,A/C Seater / Sleeper (2+1),By Pass Midway Hotel,Sindhi Camp,03h 30m,40 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Shri Charbhuja Travels (A Unit Of Bala Agri..),18:03,21:33,3.6,1100,A/C Seater / Sleeper (2+1),Balaji Travels,200 Ft Bypass,03h 30m,12 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Chanakya Travels Agency,18:10,22:10,5.0,1400,A/C Sleeper (2+1),"Jain safar travels, beawer",City Station Road,04h 00m,7 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Chanakya Travels Agency,18:15,22:30,5.0,1100,A/C Seater / Sleeper (2+1),Chand Gate,200 Ft Bypass,04h 15m,4 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Western Bus,19:00,23:30,3.1,800,A/C Sleeper (2+1),Shri mahaveer nakoda travels,200 Ft Bypass,04h 30m,30 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Western Bus,19:00,23:30,3.1,800,A/C Sleeper (2+1),Bypass,200 Ft Bypass,04h 30m,30 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Jain travels regd,20:10,23:10,3.8,1400,NON A/C Sleeper (2+1),SHRI MAHAVEER NAKODA TRAVELS,Sindhi Camp,03h 00m,30 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),bhaiya travels,21:10,00:40,3.0,850,NON A/C Sleeper (2+1),Beawer bus stand,Sindhi Camp,03h 30m,34 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Jain Travels Regd Udaipur,21:15,00:25,3.0,900,A/C Seater / Sleeper (2+1),"B.l.tower k samne ,station ro...",200 Ft Bypass,03h 10m,40 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Rishabh travels,22:15,01:25,4.0,999,Bharat Benz A/C Sleeper (2+1),Bus Stand Beawar,Polo victory - sindhi camp,03h 10m,26 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),bhaiya travels,22:25,01:55,3.0,850,NON A/C Sleeper (2+1),N/A,Sindhi Camp,03h 30m,36 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),SHEKHAR TRAVELS,22:30,01:40,3.1,700,A/C Seater / Sleeper (2+1),N/A,200ft by pass ajmer road jaipur,03h 10m,25 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Bluecity Bus,22:30,02:30,4.3,950,Bharat Benz A/C Sleeper (2+1),N/A,N/A,04h 00m,32 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),NS Travels,22:50,02:30,3.7,1200,A/C Sleeper (2+1),N/A,N/A,03h 40m,35 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),M R Travels,22:55,02:00,3.8,969,A/C Volvo B11R Multi-Axle Sleeper (2+1),N/A,N/A,03h 05m,41 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Jain travels regd,23:00,02:15,3.8,950,AC Sleeper (2+1),N/A,N/A,03h 15m,36 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Chanakya Travels Agency,23:50,03:15,5.0,750,NON A/C Seater/ Sleeper (2+1),N/A,N/A,03h 25m,30 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Chanakya Travels Agency,00:40,03:40,5.0,800,AC Sleeper (2+1),N/A,N/A,03h 00m,36 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Chanakya Travels Agency,00:40,03:45,5.0,700,A/C Sleeper (1+2),N/A,N/A,03h 05m,25 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Shri Krishna Travels,16:05,19:30,2.3,1300,NON A/C Sleeper (2+1),N/A,N/A,03h 25m,36 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Rajat Rides Tours and Travels,17:15,20:45,1.0,1200,A/C Sleeper (2+1),N/A,N/A,03h 30m,34 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Shrinath® Travel Agency Pvt. Ltd.,17:45,22:30,2.6,1500,AC Sleeper (2+1),N/A,N/A,04h 45m,19 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Neniwal Travels,18:15,22:05,2.2,1900,NON A/C Sleeper (2+1),N/A,N/A,03h 50m,30 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),New Kothari Travels,18:30,22:00,2.6,1500,NON A/C Sleeper (2+2),N/A,N/A,03h 30m,48 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Om Travels,19:00,00:10,2.4,1200,NON A/C Sleeper (2+1),N/A,N/A,05h 10m,30 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),SHREE MARUTIKRUPA TRAVELS AND CARGO,19:00,23:15,2.3,1330,NON AC Seater / Sleeper 2+1,N/A,N/A,04h 15m,21 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Salasar vaishnav travels,19:00,22:55,2.6,1100,A/C Seater / Sleeper (2+1),N/A,N/A,03h 55m,38 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),AMIT TRAVELS REGD.,20:30,00:55,2.2,800,NON A/C Sleeper (2+1),N/A,N/A,04h 25m,36 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Shree Mahaveer Nakoda Travels,20:40,01:15,2.7,699,NON AC Seater / Sleeper 2+1,N/A,N/A,04h 35m,36 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Jay Dwarkadhish Travels (Ahmedabad),20:45,00:00,2.9,1000,NON A/C Sleeper (2+1),N/A,N/A,03h 15m,30 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),NTC Travels,23:36,03:06,No Rating,899,A/C Seater / Sleeper (2+1),N/A,N/A,03h 30m,36 Seats available
bus-tickets,Beawar (Rajasthan) to Jaipur (Rajasthan),Suraj Travel And Cargo Services,23:55,02:45,No Rating,1333.33,Bharat Benz A/C Seater /Sleeper (2+1),N/A,N/A,02h 50m,11 Seats available
bus-tickets,Sikar to Jaipur (Rajasthan),Vijay Tour and Travels,18:45,21:40,5.0,350,Bharat Benz A/C Seater /Sleeper (2+1),"Shri shyam travels ,kalyan ci...",Sindhi Camp,02h 55m,44 Seats available
bus-tickets,Sikar to Jaipur (Rajasthan),New Babu Travels,19:45,23:00,3.2,332.38,A/C Seater/Sleeper (2+1),Piprali Bypass (Raj Travels),Front of Sindhi Camp,03h 15m,18 Seats available
bus-tickets,Sikar to Jaipur (Rajasthan),Vijay Tour and Travels,20:00,23:00,5.0,300,A/C Seater / Sleeper (2+1),N/A,N/A,03h 00m,40 Seats available
bus-tickets,Sikar to Jaipur (Rajasthan),Rishabh travels,20:04,23:31,3.4,278,AC Sleeper (2+1),N/A,N/A,03h 27m,29 Seats available
bus-tickets,Sikar to Jaipur (Rajasthan),Raj travels Jhunjhunu,20:15,22:45,3.3,369,A/C Seater / Sleeper (2+1),N/A,N/A,02h 30m,37 Seats available
bus-tickets,Sikar to Jaipur (Rajasthan),Neeraj travels,20:40,23:20,5.0,324,A/C Seater / Sleeper (2+1),N/A,N/A,02h 40m,34 Seats available
bus-tickets,Sikar to Jaipur (Rajasthan),Raj travels Jhunjhunu,21:00,23:15,3.0,265,A/C Seater / Sleeper (2+1),N/A,N/A,02h 15m,37 Seats available
bus-tickets,Sikar to Jaipur (Rajasthan),Dashmesh Travels,21:00,23:00,3.4,370,A/C Seater / Sleeper (2+1),N/A,N/A,02h 00m,38 Seats available
bus-tickets,Sikar to Jaipur (Rajasthan),Sagwan Travels,20:00,22:30,2.0,270,Bharat Benz A/C Seater /Sleeper (2+1),N/A,N/A,02h 30m,38 Seats available
bus-tickets,Sikar to Jaipur (Rajasthan),Sagwan Travels,17:40,20:10,2.0,270,Bharat Benz A/C Seater /Sleeper (2+1),N/A,N/A,02h 30m,38 Seats available
bus-tickets,Sikar to Jaipur (Rajasthan),Ankit Travels,17:50,20:10,2.7,300,AC Seater (2+2),N/A,N/A,02h 20m,45 Seats available
bus-tickets,Sikar to Jaipur (Rajasthan),Ajay Raj Travel Agency,19:00,22:15,2.3,238,A/C Seater / Sleeper (2+1),N/A,N/A,03h 15m,30 Seats available
bus-tickets,Sikar to Jaipur (Rajasthan),Ajay Raj Travel Agency,20:00,23:00,2.3,369,A/C Seater / Sleeper (2+1),N/A,N/A,03h 00m,18 Seats available
bus-tickets,Sikar to Jaipur (Rajasthan),Vijay Travels Kota,20:00,22:15,2.3,250,Non A/C Seater / Sleeper (2+1),N/A,N/A,02h 15m,36 Seats available
bus-tickets,Sikar to Jaipur (Rajasthan),Ajay Raj Travel Agency,20:10,22:25,2.3,200,A/C Seater / Sleeper (2+1),N/A,N/A,02h 15m,34 Seats available
bus-tickets,Sikar to Jaipur (Rajasthan),Mahadev Travels Pilani,21:15,23:25,2.6,300,A/C Seater / Sleeper (2+1),N/A,N/A,02h 10m,32 Seats available
bus-tickets,Sikar to Jaipur (Rajasthan),Ajay Raj Travel Agency,21:15,23:05,2.3,200,Bharat Benz A/C Seater /Sleeper (2+1),N/A,N/A,01h 50m,29 Seats available
