State,Route,Bus Name,Start Time,End Time,Rating,Price,Bus Type,Departure Location,Arrival Location,Total Duration,Seats Available
bus-tickets,Hyderabad to Adilabad,Pooja Travels,20:10,04:35,3.2,1000,A/C Sleeper (2+1),Nampally,Khairatabad,08h 25m,5 Seats available
bus-tickets,Hyderabad to Adilabad,Orange Tours And Travels,19:00,00:30,3.6,1400,Bharat Benz A/C Sleeper (2+1),Jubilee Bus Station JBS,Adilabad office,05h 30m,1 Seat available
bus-tickets,Hyderabad to Adilabad,Orange Tours And Travels,23:50,04:45,2.3,1100,Scania AC Multi Axle Sleeper (2+1),Nampally,Khairatabad,04h 55m,5 Seats available
bus-tickets,Hyderabad to Adilabad,Pooja Travels,21:00,05:10,1.9,700,NON A/C Seater (2+2),Putlibowli,Bus stand adilabad,08h 10m,12 Seats available
bus-tickets,Hyderabad to Adilabad,Orange Tours And Travels,22:00,03:45,2.8,1000,A/C Sleeper (2+1),Bowenpally,Adilabad Bypass,05h 45m,7 Seats available
bus-tickets,Hyderabad to Adilabad,Pooja Travels,22:00,05:40,2.4,1000,NON A/C Sleeper (2+1),Paradise,Bypass (adilabad),07h 40m,13 Seats available
bus-tickets,Hyderabad to Adilabad,Diamond Travels,21:30,03:45,1.7,900,AC Sleeper (2+1),Nampally near limra travels,Bypass (adilabad),06h 15m,2 Seats available
bus-tickets,Hyderabad to Adilabad,Kaleswari Travels,23:30,05:15,2.3,18999,Non A/C Seater / Sleeper (2+1),Nampally,Khairatabad,05h 45m,1 Seat available
bus-tickets,Hyderabad to Adilabad,Saini Travels Pvt. Ltd.,22:30,03:30,5.0,1500,Volvo 9600 Multi-Axle A/C Sleeper (2+1),SR Nagar,Khairatabad,05h 00m,1 Seat available
bus-tickets,Hyderabad to Adilabad,New Royal Travels (Raipur),17:30,23:00,4.0,1600,A/C Sleeper (2+1),Kompally,Khairatabad,05h 30m,12 Seats available
bus-tickets,Hyderabad to Adilabad,Vijayant Travels,21:45,03:15,3.9,1200,A/C Sleeper (2+1),Balamrai,Adilabad Bypass,05h 30m,3 Seats available
bus-tickets,Hyderabad to Adilabad,Pooja Travels,20:00,03:05,2.4,1100,A/C Sleeper (2+1),Paradise,Bypass (adilabad),07h 05m,8 Seats available
bus-tickets,Hyderabad to Adilabad,DHANUNJAYA TRAVELS,20:45,02:30,4.4,1200,A/C Sleeper (2+1),Afzalgunj,Adilabad Bypass,05h 45m,5 Seats available
bus-tickets,Hyderabad to Adilabad,Shree Khurana Shabrij Travels,22:30,03:15,2.1,1000,A/C Sleeper (2+1),N/A,N/A,04h 45m,6 Seats available
bus-tickets,Hyderabad to Adilabad,New Royal Travels (Raipur),20:00,02:00,1.0,1429,A/C Sleeper (2+1),N/A,N/A,06h 00m,19 Seats available
bus-tickets,Hyderabad to Adilabad,Saini Travels Pvt. Ltd.,21:55,02:55,1.0,1200,Volvo Multi Axle Sleeper B11R (2+1),N/A,N/A,05h 00m,8 Seats available
bus-tickets,Hyderabad to Adilabad,Muskan Travels,17:00,23:20,2.0,619,A/C Seater (2+2),N/A,N/A,06h 20m,17 Seats available
bus-tickets,Hyderabad to Adilabad,S.M Travel & logistics,21:30,03:30,1.0,2850,NON A/C Sleeper (2+1),N/A,N/A,06h 00m,30 Seats available
bus-tickets,Durgapur to Calcutta,SBSTC-ASANSOL - KARUNAMOYEE - 16:40 (ASANSOL DEPOT) - 847,17:50,22:00,3.5,155,Non AC Seater (2+3),N/A,N/A,04h 10m,45 Seats available
bus-tickets,Durgapur to Calcutta,SHYAMOLI Pvt. Ltd.(Karunamoyee),16:50,20:45,4.1,486,Volvo A/C Seater (2+2),N/A,N/A,04h 00m,32 Seats available
bus-tickets,Durgapur to Calcutta,Greenline,17:10,21:00,4.1,486,Volvo A/C Seater (2+2),N/A,N/A,03h 50m,27 Seats available
bus-tickets,Durgapur to Calcutta,Greenline (Karunamoyee),17:30,21:20,3.9,486,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),N/A,N/A,03h 50m,30 Seats available
bus-tickets,Durgapur to Calcutta,SHYAMOLI Pvt. Ltd.(Karunamoyee),17:50,21:35,4.2,486,Volvo A/C Seater (2+2),N/A,N/A,03h 45m,32 Seats available
bus-tickets,Durgapur to Calcutta,Shyamoli Paribahan Pvt Ltd,18:15,22:00,3.9,486,Volvo A/C Seater (2+2),N/A,N/A,03h 45m,24 Seats available
bus-tickets,Durgapur to Calcutta,Express Line,18:30,22:50,4.4,486,Volvo A/C Seater (2+2),N/A,N/A,04h 20m,32 Seats available
bus-tickets,Kolkata to Burdwan,Express Line,17:20,19:30,4.1,429,Volvo 9600 Multi Axle Semi-Sleeper (2+2),N/A,N/A,02h 10m,5 Seats available
bus-tickets,Kolkata to Burdwan,Suman sabir,18:50,22:00,2.4,111,Non AC Seater (2+3),N/A,N/A,03h 10m,61 Seats available
bus-tickets,Kolkata to Burdwan,Royal Cruiser,19:30,22:15,1.5,400,Volvo A/C Seater (2+2),N/A,N/A,02h 45m,7 Seats available
bus-tickets,Kolkata to Burdwan,Suman sabir,21:00,23:59,2.4,111,Non AC Seater (2+3),N/A,N/A,02h 59m,54 Seats available
bus-tickets,Kolkata to Burdwan,Pammi Travels,22:40,23:59,1.0,1099,Non A/C Seater / Sleeper (2+1),N/A,N/A,01h 19m,8 Seats available
bus-tickets,Haldia to Calcutta,SBSTC-HALDIA - KOLKATA - ALL STOP - 17:30 (HLD DEPOT) - 630,17:30,20:30,3.4,110,Non AC Seater (2+3),N/A,N/A,03h 00m,31 Seats available
bus-tickets,Kolkata to Haldia,SBSTC-KOLKATA - HALDIA - 17.30 (HALDIA DEPOT) - 565,17:30,20:30,4.2,110,Non AC Seater (2+3),N/A,N/A,03h 00m,1 Seat available
bus-tickets,Kolkata to Haldia,SBSTC-KOLKATA - HALDIA - 18.15 (HALDIA DEPOT) - 566,18:15,21:15,3.2,110,Non AC Seater (2+3),N/A,N/A,03h 00m,15 Seats available
bus-tickets,Kolkata to Durgapur (West Bengal),Express Line,17:20,21:20,4.5,486,Volvo 9600 Multi Axle Semi-Sleeper (2+2),N/A,N/A,04h 00m,3 Seats available
bus-tickets,Kolkata to Arambagh (West Bengal),SBSTC-KOLKATA-ARAMBAG-17:30 - 585,17:30,20:00,4.2,95,Non AC Seater (2+3),N/A,N/A,02h 30m,28 Seats available
bus-tickets,Kolkata to Digha,Shyamoli Paribahan Pvt Ltd,23:30,04:30,4.5,799,VE A/C Seater (2+2),Esplanade,Digha,05h 00m,21 Seats available
bus-tickets,Kolkata to Digha,Express Line,23:45,04:45,4.3,689,Volvo 9600 A/C Seater (2+2),Esplanade,Digha,05h 00m,39 Seats available
bus-tickets,Kolkata to Digha,Maa Chandi Travels,22:00,05:30,4.2,600,A/C Seater / Sleeper (2+2),Karunamoyee,Bus Stand,07h 30m,12 Seats available
bus-tickets,Kolkata to Digha,Parameswar Travels,23:45,05:00,3.2,400,A/C Seater Push Back (2+3),Esplanade,New Digha,05h 15m,24 Seats available
bus-tickets,Kolkata to Digha,Sagufta Travels(Maa Chandi),23:57,05:10,3.9,515,A/C Seater / Sleeper (2+2),Esplanade,New Digha Bus Stand,05h 13m,14 Seats available
bus-tickets,Kolkata to Digha,Sagufta Travels (Atithi),23:59,05:00,3.6,415,A/C Seater Push Back (2+3),Esplanade,New Digha,05h 01m,15 Seats available
bus-tickets,Kolkata to Digha,Basu Travels,23:30,04:30,3.9,419,A/C Seater Push Back (2+3),Esplanade,Bus Stand,05h 00m,8 Seats available
bus-tickets,Kolkata to Digha,Maa Chandi Travels,23:57,05:10,3.9,500,A/C Seater / Sleeper (2+2),Esplanade,Bus Stand,05h 13m,21 Seats available
bus-tickets,Kolkata to Digha,Basu Travels,23:59,05:00,3.2,599,A/C Seater / Sleeper (2+2),Esplanade,Bus Stand,05h 01m,28 Seats available
bus-tickets,Kolkata to Digha,SANTOSH BUS SERVICE,23:50,05:00,2.9,393,AC Seater (2+3),Esplanade,Digha,05h 10m,10 Seats available
bus-tickets,Kolkata to Digha,City Express (Shinjini),23:50,04:55,3.6,470,AC Seater (2+3),Esplanade,Bus Stand,05h 05m,2 Seats available
bus-tickets,Kolkata to Digha,Snemita Paribahan (Bhorpet),23:55,04:45,2.5,570,AC Seater (2+2),Esplanade,Bus Stand,04h 50m,22 Seats available
bus-tickets,Kolkata to Digha,Parameswar Travels,23:59,05:00,3.0,400,A/C Seater Push Back (2+3),Esplanade,New Digha,05h 01m,20 Seats available
bus-tickets,Kolkata to Digha,Subhadip Travels(Kojagar),16:50,21:30,2.7,420,Non AC Seater (2+3),Esplanade,Digha,04h 40m,31 Seats available
bus-tickets,Kolkata to Digha,SANTOSH BUS SERVICE,01:20,05:30,3.9,437,A/C Seater / Sleeper (2+2),Esplanade,New Digha Bus Stand,04h 10m,28 Seats available
bus-tickets,Kolkata to Digha,Mayuri Express,18:20,22:50,2.9,270,A/C Seater (2+3),Esplanade,Old Digha Petrol Pump,04h 30m,56 Seats available
bus-tickets,Kolkata to Digha,Bengal Surface Transport,23:55,05:00,2.6,550,A/C Seater / Sleeper (2+2),Esplanade,Bus Stand,05h 05m,26 Seats available
bus-tickets,Kolkata to Digha,City Express (Shinjini),23:45,04:35,2.6,570,AC Seater (2+2),Esplanade,New Digha,04h 50m,12 Seats available
bus-tickets,Kolkata to Digha,Sagufta Travels(Janhabi),17:00,21:15,1.8,415,A/C Seater Push Back (2+3),Esplanade,Digha old Bus Stand,04h 15m,24 Seats available
bus-tickets,Kolkata to Digha,Snemita Paribahan(Shinjini),23:50,04:30,2.2,480,A/C Seater (2+3),Esplanade,New Digha,04h 40m,4 Seats available
bus-tickets,Kolkata to Digha,Sagufta Travels (Maity),23:59,05:50,2.3,415,A/C Seater (2+3),Esplanade,New Digha Bus Stand,05h 51m,23 Seats available
bus-tickets,Kolkata to Digha,Haimanti Bus Service,19:50,01:30,2.7,350,AC Seater (2+3),Esplanade,old digha bus stand,05h 40m,20 Seats available
bus-tickets,Kolkata to Digha,Samanta Travels,18:50,23:30,4.0,370,A/C Seater (2+3),Esplanade,Bus Stand,04h 40m,59 Seats available
bus-tickets,Kolkata to Digha,Samanta Travels,18:10,23:10,4.8,370,A/C Seater (2+3),Karunamoyee,New Digha,05h 00m,16 Seats available
bus-tickets,Kolkata to Digha,Parameswar Travels,23:50,04:45,3.6,400,A/C Seater Push Back (2+2),Esplanade,New Digha Bus Stand,04h 55m,17 Seats available
bus-tickets,Kolkata to Digha,Sagufta Travels (Bhorpet Travels),23:55,04:35,2.6,515,AC Seater (2+2),Esplanade,New Digha,04h 40m,22 Seats available
bus-tickets,Kolkata to Digha,Sagufta Travels (Mayuri),23:15,04:00,4.3,515,A/C Seater (2+2),Esplanade,New Digha,04h 45m,1 Seat available
bus-tickets,Kolkata to Digha,Arunita Paribahan,23:45,04:45,2.6,670,AC Seater (2+2),Esplanade,New Digha Bus Stand,05h 00m,13 Seats available
bus-tickets,Kolkata to Digha,Parameswar Travels,23:55,05:00,3.2,400,A/C Seater Push Back (2+3),Esplanade,Old Digha Bus stand,05h 05m,24 Seats available
bus-tickets,Kolkata to Digha,Sagufta Travels(Maa Chandi),22:10,05:40,3.8,515,A/C Seater / Sleeper (2+2),Esplanade,New Digha,07h 30m,19 Seats available
bus-tickets,Kolkata to Digha,Parameswar Travels,21:50,03:45,3.0,400,A/C Seater Push Back (2+3),Esplanade,Bus Stand,05h 55m,51 Seats available
bus-tickets,Kolkata to Digha,Sagufta Travels(Angel),23:58,05:10,2.6,515,A/C Seater (2+2),Esplanade,Bus Stand,05h 12m,18 Seats available
bus-tickets,Kolkata to Digha,Sagufta Travels (Santosh),01:20,05:30,2.3,500,A/C Seater / Sleeper (2+2),Esplanade,New Digha Bus Stand,04h 10m,9 Seats available
bus-tickets,Kolkata to Digha,Ankita Paribahan( Haimanti),19:50,00:05,2.3,450,A/C Seater Push Back (2+3),Esplanade,New Digha,04h 15m,41 Seats available
bus-tickets,Kolkata to Digha,Sagufta Travels (Sagar Kanya),23:30,04:05,2.9,415,A/C Seater Push Back (2+3),Esplanade,Bus Stand,04h 35m,3 Seats available
bus-tickets,Kolkata to Digha,Basu Travels,23:55,05:00,2.0,469,A/C Seater Push Back (2+3),Esplanade,New Digha Bus Stand,05h 05m,18 Seats available
bus-tickets,Kolkata to Digha,Snemita Parisheba,19:30,00:10,2.3,370,AC Seater (2+3),Esplanade,Bus Stand,04h 40m,19 Seats available
bus-tickets,Kolkata to Digha,Snemita Pariseba(Santosh),18:30,23:30,5.0,370,AC Seater (2+3),N/A,Digha Bus stand,05h 00m,20 Seats available
bus-tickets,Kolkata to Digha,Bengal Surface Transport,23:59,05:00,2.5,419,A/C Seater Push Back (2+3),N/A,Bus Stand,05h 01m,21 Seats available
bus-tickets,Kolkata to Digha,Sagufta Travels(Lokenath),00:30,05:30,2.3,430,A/C Seater Push Back (2+3),N/A,Old DighaBus Stand,05h 00m,6 Seats available
bus-tickets,Kolkata to Digha,Mayuri Express,23:15,04:30,1.9,540,AC Seater (2+2),N/A,N/A,05h 15m,18 Seats available
bus-tickets,Kolkata to Digha,Bengal Surface Transport,23:20,04:30,2.4,419,A/C Seater Push Back (2+3),N/A,N/A,05h 10m,21 Seats available
bus-tickets,Kolkata to Digha,Snemita Paribahan (ANGEL),23:58,05:00,1.0,520,A/C Seater Push Back (2+2),N/A,N/A,05h 02m,17 Seats available
bus-tickets,Kolkata to Digha,Sree Jagannath Travels,23:20,05:00,1.0,511,A/C Seater Push Back (2+3),N/A,N/A,05h 40m,30 Seats available
bus-tickets,Kolkata to Digha,Snemita Paribahan (Shinjini),23:45,04:35,No Rating,570,AC Seater (2+2),N/A,N/A,04h 50m,8 Seats available
bus-tickets,Kolkata to Digha,Snemita Parisheba,19:05,23:45,No Rating,370,AC Seater (2+3),N/A,N/A,04h 40m,20 Seats available
bus-tickets,Kolkata to Digha,Anadi Travels (Disha Gold),23:00,04:40,No Rating,500,A/C Seater Push Back (2+3),N/A,N/A,05h 40m,60 Seats available
bus-tickets,Digha to Calcutta,Snemita Paribahan(Shinjini),22:45,04:10,3.6,330,A/C Seater (2+3),Bus Stand,Esplanade,05h 25m,30 Seats available
bus-tickets,Digha to Calcutta,City Express (Shinjini),22:45,04:10,3.2,330,AC Seater (2+3),Bus Stand,Esplanade,05h 25m,26 Seats available
bus-tickets,Digha to Calcutta,Satya Paribahan,23:00,03:45,2.9,280,A/C Seater (2+3),Digha,Esplanade,04h 45m,24 Seats available
bus-tickets,Digha to Calcutta,Snemita Parisheba(Santosh),23:00,04:20,2.2,370,A/C Seater Push Back (2+3),Bus Stand,Esplanade,05h 20m,25 Seats available
bus-tickets,Digha to Calcutta,Basu Travels,17:30,22:30,2.3,419,A/C Seater Push Back (2+3),Bus Stand,Esplanade,05h 00m,25 Seats available
bus-tickets,Digha to Calcutta,Snemita Paribahan (Shinjini),23:35,03:45,2.0,370,AC Seater (2+3),New Digha,Esplanade,04h 10m,19 Seats available
bus-tickets,Digha to Calcutta,SANTOSH BUS SERVICE,17:05,21:30,2.2,323,AC Seater (2+3),Bus Stand,Esplanade,04h 25m,10 Seats available
bus-tickets,Digha to Calcutta,Parameswar Travels,18:10,23:15,3.3,285,A/C Seater Push Back (2+3),Digha,Esplanade,05h 05m,31 Seats available
bus-tickets,Digha to Calcutta,Bengal Surface Transport,17:30,22:30,3.4,419,A/C Seater Push Back (2+3),Bus Stand,Esplanade,05h 00m,36 Seats available
bus-tickets,Digha to Calcutta,Parameswar Travels,20:00,01:35,2.0,285,A/C Seater Push Back (2+3),New Digha,Esplanade,05h 35m,20 Seats available
bus-tickets,Digha to Calcutta,Aradhana Travels,18:35,23:00,2.8,540,A/C Seater / Sleeper (2+2),Old Digha,Esplanade,04h 25m,16 Seats available
bus-tickets,Digha to Calcutta,Snemita Parisheba(Santosh),23:30,04:30,1.9,370,A/C Seater Push Back (2+3),Bus Stand,Esplanade,05h 00m,45 Seats available
bus-tickets,Digha to Calcutta,Snemita Parisheba,17:00,21:30,1.8,450,AC Seater (2+3),Digha Bus Stand,Esplanade,04h 30m,30 Seats available
bus-tickets,Digha to Calcutta,Satya Paribahan,23:30,03:40,2.3,280,A/C Seater (2+3),Digha,Esplanade,04h 10m,41 Seats available
bus-tickets,Digha to Calcutta,Arunita Paribahan,23:35,03:45,1.6,420,A/C Seater (2+3),N/A,N/A,04h 10m,19 Seats available
bus-tickets,Digha to Calcutta,Aradhana Travels,19:30,23:59,2.4,585,A/C Seater / Sleeper (2+1),N/A,N/A,04h 29m,37 Seats available
bus-tickets,Digha to Calcutta,Ankita Paribahan - Parameswar,18:00,22:40,1.9,300,A/C Seater (2+3),N/A,N/A,04h 40m,36 Seats available
bus-tickets,Digha to Calcutta,Parameswar Travels,21:00,03:00,1.3,285,A/C Seater Push Back (2+3),N/A,N/A,06h 00m,15 Seats available
bus-tickets,Digha to Calcutta,Aradhana Bus Service,23:00,04:00,2.1,550,A/C Seater / Sleeper (2+2),N/A,N/A,05h 00m,60 Seats available
bus-tickets,Digha to Calcutta,Snemita Paribahan,23:30,04:00,1.0,330,A/C Seater (2+3),N/A,N/A,04h 30m,45 Seats available
bus-tickets,Digha to Calcutta,The Joy Ride,21:15,02:30,3.0,650,A/C Seater / Sleeper (2+2),N/A,N/A,05h 15m,20 Seats available
bus-tickets,Digha to Calcutta,Satya Paribahan,18:20,23:00,2.6,280,A/C Seater (2+3),N/A,N/A,04h 40m,61 Seats available
bus-tickets,Digha to Calcutta,Ankita Paribahan,18:20,23:00,1.2,300,Non AC Seater (2+3),N/A,N/A,04h 40m,46 Seats available
bus-tickets,Digha to Calcutta,Aradhana Bus Service,16:50,22:30,1.0,350,Non AC Seater (2+3),N/A,N/A,05h 40m,54 Seats available
bus-tickets,Digha to Calcutta,Aradhana Travels,21:45,03:25,No Rating,450,Non AC Seater (2+3),N/A,N/A,05h 40m,13 Seats available
bus-tickets,Siliguri to Kolkata,WBTC (CTC) KOLKATA-RAIGUNGE-SILIGURI(AC-VOLVO) - 195|18:30,18:30,06:15,3.2,1355,Volvo AC Seater (2+2),Siliguri,Esplanade,11h 45m,39 Seats available
bus-tickets,Siliguri to Kolkata,SBSTC-SILIGURI - KOLKATA - VOLVO - 19:35 (BEL DEPOT) - 3926,19:35,08:35,4.0,1210,Volvo AC Seater (2+2),SILIGURI,Esplanade,13h 00m,48 Seats available
bus-tickets,Siliguri to Kolkata,Poulami Paribahan,19:15,07:30,4.1,1149,Volvo Multi-Axle A/C seater/sleeper (2+1),Tenzing Norgay Central Bus Stand,Esplanade,12h 15m,34 Seats available
bus-tickets,Siliguri to Kolkata,AdExpress Line,18:30,07:10,4.5,1499,Volvo 9600 Multi-Axle A/C Sleeper (2+1),Desun Hospital,Esplanade,12h 40m,14 Seats available
bus-tickets,Siliguri to Kolkata,Greenline,19:15,08:15,4.3,1200,Volvo 9600 A/C Seater/Sleeper (2+1),Tenzing Norgay Central Bus Stand,Esplanade,13h 00m,30 Seats available
bus-tickets,Siliguri to Kolkata,Poulami Paribahan,17:45,06:30,4.0,1149,Volvo Multi-Axle A/C Semi Sleeper (2+2),Tenzing Norgay Central Bus Stand,Esplanade,12h 45m,30 Seats available
bus-tickets,Siliguri to Kolkata,Lokenath Bus Service,17:00,06:30,4.5,1200,Volvo A/C Seater (2+2),Siliguri Junction bus stand,Esplanade,13h 30m,29 Seats available
bus-tickets,Siliguri to Kolkata,AdEasy Ride,20:15,09:10,4.7,1500,Volvo 9600 Multi-Axle A/C Sleeper (2+1),Tenzing Norgay Central Bus Stand,Esplanade,12h 55m,27 Seats available
bus-tickets,Siliguri to Kolkata,Shyamoli Paribahan Pvt Ltd,19:00,07:20,4.3,1199,Volvo 9600 A/C Seater/Sleeper (2+1),siliguri,Esplanade,12h 20m,24 Seats available
bus-tickets,Siliguri to Kolkata,Lokenath Bus Service,18:45,06:45,4.3,1200,Volvo Multi-Axle A/C Seater/Sleeper (2+1),Siliguri Junction bus stand,Esplanade,12h 00m,27 Seats available
bus-tickets,Siliguri to Kolkata,Prarthana Bus Service,18:00,07:00,4.5,750,A/C Seater / Sleeper (2+1),Siliguri Junction,G.D Bus Terminus Salt Lake,13h 00m,23 Seats available
bus-tickets,Siliguri to Kolkata,Express Line,20:00,08:40,4.7,1199,Volvo 9600 A/C Seater/Sleeper (2+1),Desun Hospital,Esplanade,12h 40m,33 Seats available
bus-tickets,Siliguri to Kolkata,Easy Ride,18:30,07:25,4.7,1500,Volvo 9600 Multi-Axle A/C Sleeper (2+1),Tenzing Norgay Central Bus Stand,Esplanade,12h 55m,21 Seats available
bus-tickets,Siliguri to Kolkata,Easy Ride,19:30,08:25,4.4,1500,Volvo 9600 Multi-Axle A/C Sleeper (2+1),Tenzing Norgay Central Bus Stand,Esplanade,12h 55m,27 Seats available
bus-tickets,Siliguri to Kolkata,Express Line,19:45,08:35,4.4,1499,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),Desun Hospital,Esplanade,12h 50m,14 Seats available
bus-tickets,Siliguri to Kolkata,Express Line,19:30,08:00,4.1,1199,Volvo 9600 A/C Seater/Sleeper (2+1),Desun Hospital,Esplanade,12h 30m,18 Seats available
bus-tickets,Siliguri to Kolkata,Rubi Paribahan  ,18:30,07:15,4.4,1199,Volvo Multi Axle B11R AC Seater\Sleeper (2+1),Tenzing Norgay Central Bus Stand,Esplanade,12h 45m,30 Seats available
bus-tickets,Siliguri to Kolkata,Shyamoli Paribahan Pvt Ltd,19:30,08:00,4.5,1149,Scania Multi-Axle AC Semi Sleeper (2+2),siliguri,Baguihati,12h 30m,31 Seats available
bus-tickets,Siliguri to Kolkata,Aitiana Airwings,18:30,07:30,4.6,1499,Volvo Multi-Axle Sleeper A/C (2+1),Tenzing Norgay Central Bus Stand,Esplanade,13h 00m,24 Seats available
bus-tickets,Siliguri to Kolkata,Lokenath Bus Service,20:30,08:30,4.6,1200,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),Siliguri Junction bus stand,Esplanade,12h 00m,42 Seats available
bus-tickets,Siliguri to Kolkata,Modern Travels,19:30,07:45,4.1,1280,Bharat Benz A/C Sleeper (2+1),Noukaghat,Esplanade,12h 15m,10 Seats available
bus-tickets,Siliguri to Kolkata,Shyamoli Paribahan Pvt Ltd,19:45,08:35,4.5,899,Scania Multi-Axle AC Semi Sleeper (2+2),siliguri,Esplanade,12h 50m,30 Seats available
bus-tickets,Siliguri to Kolkata,Lokenath Bus Service,19:15,07:45,4.1,1500,Volvo 9600 Multi-Axle A/C Sleeper (2+1),Siliguri Junction bus stand,Esplanade,12h 30m,14 Seats available
bus-tickets,Siliguri to Kolkata,Aitiana Airwings,18:00,08:00,4.4,999,Benz A/C Sleeper (2+1),Tenzing Norgay Central Bus Stand,Esplanade,14h 00m,7 Seats available
bus-tickets,Siliguri to Kolkata,Greenline,19:30,08:00,4.2,1200,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),Tenzing Norgay Central Bus Stand,Esplanade,12h 30m,32 Seats available
bus-tickets,Siliguri to Kolkata,Lokenath Bus Service,20:30,08:30,4.3,1200,Volvo Multi Axle B11R AC Seater\Sleeper (2+1),Siliguri Junction bus stand,Esplanade,12h 00m,5 Seats available
bus-tickets,Siliguri to Kolkata,Greenline,18:30,07:30,4.5,1500,Volvo 9600 Multi-Axle A/C Sleeper (2+1),Tenzing Norgay Central Bus Stand,Esplanade,13h 00m,8 Seats available
bus-tickets,Siliguri to Kolkata,Shyamoli Paribahan Pvt Ltd,18:30,07:20,4.6,1499,Volvo Multi-Axle A/C seater/sleeper (2+1),siliguri,Esplanade,12h 50m,6 Seats available
bus-tickets,Siliguri to Kolkata,Shyamoli Paribahan Pvt Ltd,19:15,08:05,4.5,1499,Volvo 9600 Multi-Axle A/C Sleeper (2+1),siliguri,Esplanade,12h 50m,11 Seats available
bus-tickets,Siliguri to Kolkata,Shyamoli Paribahan Pvt Ltd,18:00,06:05,4.4,1499,Volvo 9600 Multi-Axle A/C Sleeper (2+1),siliguri,Madhyamgram,12h 05m,4 Seats available
bus-tickets,Siliguri to Kolkata,Rubi Paribahan  ,19:00,07:30,3.5,1500,Volvo 9600 Multi-Axle A/C Sleeper (2+1),Tenzing Norgay Central Bus Stand,Esplanade,12h 30m,17 Seats available
bus-tickets,Siliguri to Kolkata,Modern Travels,19:00,07:30,3.7,860,Bharat Benz A/C Seater /Sleeper (2+1),Noukaghat,Esplanade,12h 30m,32 Seats available
bus-tickets,Siliguri to Kolkata,Express Line,20:30,08:50,3.7,899,Volvo 9600 Multi Axle Semi-Sleeper (2+2),Desun Hospital,Esplanade,12h 20m,48 Seats available
bus-tickets,Siliguri to Kolkata,Royal Cruiser,18:00,07:00,3.7,700,Scania Multi-Axle AC Semi Sleeper (2+2),Tenzing Norgay Central Bus Stand,Esplanade,13h 00m,18 Seats available
bus-tickets,Siliguri to Kolkata,Royal Cruiser,17:35,06:35,2.0,700,Scania Multi-Axle AC Semi Sleeper (2+2),Tenzing Norgay Central Bus Stand,Esplanade,13h 00m,10 Seats available
bus-tickets,Siliguri to Kolkata,Annesha Travels,18:00,07:00,2.0,500,NON A/C Seater / Sleeper (2+2),Tenzing Norgay Central Bus Stand,Esplanade,13h 00m,29 Seats available
bus-tickets,Siliguri to Kolkata,Maa Durga Bus Service (SNT),17:30,06:30,2.0,720,A/C Seater / Sleeper (2+1),Tenzing Norgay Central Bus Stand,Esplande Bus stand,13h 00m,30 Seats available
bus-tickets,Siliguri to Kolkata,Shyamoli Yatri Paribahan,17:30,06:30,2.9,800,Volvo AC Seater Pushback 2+2,North Bengal Tourist service,Esplanade,13h 00m,26 Seats available
bus-tickets,Siliguri to Kolkata,Maa Durga Bus Service,18:00,08:00,1.6,600,NON A/C Seater / Sleeper (2+2),Tenzing Norgay Central Bus Stand,Esplanade,14h 00m,14 Seats available
bus-tickets,Siliguri to Kolkata,Maulik Paribahan,18:30,06:00,1.7,800,A/C Seater / Sleeper (2+2),Tenzing Norgay Central Bus Stand,Esplanade,11h 30m,42 Seats available
bus-tickets,Siliguri to Kolkata,RAYAN,18:15,06:15,No Rating,800,A/C Seater / Sleeper (2+1),Tenzing Norgay Central Bus Stand,Kolkata Airport,12h 00m,37 Seats available
bus-tickets,Kolkata to Siliguri,Shyamoli Paribahan Pvt Ltd,20:40,09:30,4.0,2500,Volvo Multi-Axle A/C Semi Sleeper (2+2),Esplanade,Tenzing Norgay Central Bus Stand,12h 50m,14 Seats available
bus-tickets,Kolkata to Siliguri,Greenline,18:45,06:45,5.0,2500,Volvo 9600 A/C Semi Sleeper (2+2),Esplanade,Tenzing Norgay Central Bus Stand,12h 00m,3 Seats available
bus-tickets,Kolkata to Siliguri,Shyamoli Paribahan Pvt Ltd,20:00,08:50,4.4,2400,Scania Multi-Axle AC Semi Sleeper (2+2),Esplanade,Tenzing Norgay Central Bus Stand,12h 50m,4 Seats available
bus-tickets,Kolkata to Siliguri,Easy Ride,18:30,07:25,4.7,3000,Volvo 9600 Multi-Axle A/C Sleeper (2+1),Esplanade,Tenzing Norgay Central Bus Stand,12h 55m,1 Seat available
bus-tickets,Kolkata to Siliguri,Lokenath Bus Service,19:15,07:45,4.0,2500,Volvo A/C Seater (2+2),Esplanade,Siliguri Junction bus stand,12h 30m,5 Seats available
bus-tickets,Kolkata to Siliguri,Greenline,18:30,07:45,4.2,3300,Volvo 9600 Multi-Axle A/C Sleeper (2+1),Esplanade,Tenzing Norgay Central Bus Stand,13h 15m,3 Seats available
bus-tickets,Kolkata to Siliguri,Poulami Paribahan,19:00,07:45,4.1,3200,Volvo Multi-Axle A/C seater/sleeper (2+1),Esplanade,Tenzing Norgay Central Bus Stand,12h 45m,3 Seats available
